document_id,posting_date,cost_center,vendor,amount
11896,2024-08-21,IT,VEND3,1198
11897,2024-04-08,IT,VEND2,-289
11898,2024-09-13,Marketing,VEND2,707
11899,2024-02-10,HR,VEND3,-1572
11900,2024-01-26,Sales,VEND2,-2747
11901,2024-08-01,Finance,VEND2,-623
11902,2024-05-11,Sales,VEND3,0
11903,2024-03-10,Finance,VEND2,2036
11904,2024-07-14,HR,VEND2,109151
11905,2024-02-24,Sales,VEND3,-4670
11906,2024-01-04,HR,VEND1,-2127
11907,2024-02-16,Sales,VEND3,-1695
11908,2024-05-14,Sales,VEND2,-3057
11909,2024-01-07,Finance,VEND3,1076
11910,2024-04-20,IT,VEND1,2090
11911,2024-11-07,IT,VEND3,-1711
11912,2024-10-17,Marketing,VEND2,-3826
11913,2024-03-29,Finance,VEND3,-3556
11914,2024-12-20,Finance,VEND3,-4042
11915,2024-04-19,Sales,VEND3,-3381
11916,2024-09-29,HR,VEND2,-2947
11917,2024-11-15,Sales,VEND2,106169
11918,2024-03-04,Finance,VEND1,549
11919,2024-11-01,Sales,VEND3,-4755
11920,2024-01-22,Finance,VEND3,2725
11921,2024-11-25,IT,VEND3,320
11922,2024-08-26,IT,VEND1,-1600
11923,2024-05-12,Marketing,VEND1,-3667
11924,2024-03-16,IT,VEND2,2626
11925,2024-04-06,IT,VEND1,115861
11926,2024-08-21,Sales,VEND2,1676
11927,2024-05-19,Finance,VEND3,147
11928,2024-07-06,HR,VEND3,-24
11929,2024-08-28,Sales,VEND3,-3444
11930,2024-07-04,Marketing,VEND2,-2517
11931,2024-08-18,Finance,VEND2,-886
11932,2024-07-21,IT,VEND3,3628
11933,2024-03-23,Marketing,VEND3,4037
11934,2024-06-21,HR,VEND2,3126
11935,2024-07-18,Sales,VEND1,-863
11936,2024-12-05,Sales,VEND3,-628
11937,2024-10-02,Marketing,VEND1,2006
11938,2024-11-12,Finance,VEND3,-2972
11939,2024-12-30,Sales,VEND1,-3791
11940,2024-07-12,Marketing,VEND1,1431
11941,2024-04-25,Finance,VEND3,1173
11942,2024-05-11,Finance,VEND3,-1096
11943,2024-08-15,Finance,VEND3,640
11944,2024-09-23,Sales,VEND1,2291
11945,2024-02-27,Sales,VEND1,2669
11946,2024-12-21,Marketing,VEND3,3389
11947,2024-03-19,HR,VEND3,4396
11948,2024-08-19,Finance,VEND1,-2571
11949,2024-01-08,HR,VEND3,-2201
11950,2024-05-17,Sales,VEND3,-2954
11951,2024-11-07,Sales,VEND2,3291
11952,2024-02-15,Sales,VEND3,2083
11953,2024-07-31,Sales,VEND2,2813
11954,2024-01-06,Finance,VEND1,891
11955,2024-04-22,Finance,VEND3,-2719
11956,2024-04-22,Finance,VEND1,4916
11957,2024-07-01,Marketing,VEND1,-1789
11958,2024-09-22,IT,VEND3,-172
11959,2024-06-12,Sales,VEND1,1704
11960,2024-05-31,Sales,VEND3,801
11961,2024-12-14,Marketing,VEND3,1182
11962,2024-06-19,Marketing,VEND3,-4029
11963,2024-05-08,Marketing,VEND3,-1580
11964,2024-02-09,Finance,VEND1,-4094
11965,2024-11-15,Sales,VEND1,-2123
11966,2024-12-02,Marketing,VEND1,-338
11967,2024-12-07,HR,VEND1,-3926
11968,2024-06-03,Marketing,VEND3,-3497
11969,2024-05-21,Marketing,VEND1,501
11970,2024-03-26,IT,VEND1,-3796
11971,2024-03-13,Marketing,VEND2,-808
11972,2024-08-10,Marketing,VEND1,4251
11973,2024-09-30,HR,VEND3,117763
11974,2024-07-08,IT,VEND3,4181
11975,2024-03-15,Finance,VEND2,-3401
11976,2024-07-06,Marketing,VEND1,1534
11977,2024-10-03,Marketing,VEND3,4587
11978,2024-04-07,Marketing,VEND1,1934
11979,2024-04-06,Finance,VEND2,-1459
11980,2024-12-12,HR,VEND3,2552
11981,2024-12-28,Sales,VEND3,3611
11982,2024-04-21,Finance,VEND3,-4004
11983,2024-01-06,IT,VEND1,1924
11984,2024-11-10,HR,VEND1,-4155
11985,2024-01-11,Finance,VEND3,-2622
11986,2024-07-21,IT,VEND2,119
11987,2024-12-19,Sales,VEND1,-1967
11988,2024-07-15,HR,VEND1,4665
11989,2024-01-20,Finance,VEND1,321
11990,2024-12-05,Marketing,VEND2,-3179
11991,2024-10-08,Finance,VEND2,-668
11992,2024-12-10,Finance,VEND1,208
11993,2024-05-08,Finance,VEND2,1505
11994,2024-12-18,Finance,VEND2,894
11995,2024-12-26,HR,VEND1,-4505
11996,2024-10-17,Finance,VEND2,4861
11997,2024-07-08,Marketing,VEND1,4548
11998,2024-09-19,HR,VEND2,2967
11999,2024-11-22,HR,VEND2,2752
12000,2024-08-31,Sales,VEND3,3246
12001,2024-05-30,Finance,VEND1,2858
12002,2024-11-22,HR,VEND1,4257
12003,2024-05-22,Sales,VEND1,-4803
12004,2024-08-06,IT,VEND1,573
12005,2024-02-09,IT,VEND1,-3070
12006,2024-02-04,Sales,VEND1,2083
12007,2024-05-08,Finance,VEND1,-1500
12008,2024-01-11,IT,VEND2,62766
12009,2024-03-17,Sales,VEND3,501
12010,2024-12-09,HR,VEND2,35
12011,2024-02-28,Marketing,VEND1,4865
12012,2024-11-20,HR,VEND2,-4723
12013,2024-11-10,Sales,VEND1,-352
12014,2024-01-19,Finance,VEND2,2332
12015,2024-10-15,Finance,VEND1,4054
12016,2024-04-11,IT,VEND1,-2626
12017,2024-03-30,Sales,VEND1,-1140
12018,2024-09-08,HR,VEND2,2372
12019,2024-05-15,Sales,VEND2,551
12020,2024-04-24,Marketing,VEND3,2127
12021,2024-06-09,Finance,VEND2,2294
12022,2024-01-28,Finance,VEND1,4960
12023,2024-02-14,HR,VEND3,3035
12024,2024-04-05,IT,VEND2,-4769
12025,2024-05-24,Finance,VEND2,1165
12026,2024-06-13,Finance,VEND2,2208
12027,2024-07-20,HR,VEND2,-4092
12028,2024-07-25,Marketing,VEND3,-2916
12029,2024-09-19,Finance,VEND3,-351
12030,2024-01-28,HR,VEND1,4366
12031,2024-01-24,IT,VEND1,727
12032,2024-03-08,Marketing,VEND2,530
12033,2024-05-11,Finance,VEND1,-3588
12034,2024-10-30,Finance,VEND1,4174
12035,2024-10-09,Marketing,VEND3,-3372
12036,2024-11-06,HR,VEND1,-2933
12037,2024-11-25,Finance,VEND1,2536
12038,2024-03-02,IT,VEND3,4801
12039,2024-09-08,Finance,VEND1,-1984
12040,2024-03-22,Finance,VEND1,2274
12041,2024-05-23,HR,VEND3,4108
12042,2024-04-26,IT,VEND1,4230
12043,2024-10-13,Finance,VEND3,2520
12044,2024-10-13,Marketing,VEND3,-385
12045,2024-12-02,Finance,VEND2,1553
12046,2024-06-02,HR,VEND2,918
12047,2024-01-04,IT,VEND1,-1165
12048,2024-12-19,Marketing,VEND3,-4089
12049,2024-09-08,Marketing,VEND2,4077
12050,2024-10-24,HR,VEND3,243
12051,2024-07-27,IT,VEND3,-4981
12052,2024-12-22,Marketing,VEND1,114385
12053,2024-06-09,Finance,VEND2,-1566
12054,2024-08-16,Sales,VEND3,-4736
12055,2024-07-24,Sales,VEND2,-1131
12056,2024-01-28,HR,VEND3,4271
12057,2024-10-25,Finance,VEND3,-4001
12058,2024-03-03,Finance,VEND3,4986
12059,2024-06-03,Finance,VEND1,-1700
12060,2024-11-01,IT,VEND1,1162
12061,2024-01-07,HR,VEND3,-4986
12062,2024-03-06,Sales,VEND2,1257
12063,2024-09-11,Finance,VEND1,-389
12064,2024-01-03,Marketing,VEND1,4268
12065,2024-12-31,Marketing,VEND1,-3282
12066,2024-09-07,HR,VEND1,-3437
12067,2024-04-13,HR,VEND1,2815
12068,2024-04-19,IT,VEND3,-3774
12069,2024-03-10,Sales,VEND2,-508
12070,2024-02-01,Finance,VEND1,1828
12071,2024-09-14,Finance,VEND1,149063
12072,2024-08-13,HR,VEND3,125906
12073,2024-08-11,IT,VEND1,-4436
12074,2024-06-25,HR,VEND3,3783
12075,2024-08-02,IT,VEND1,-2733
12076,2024-08-09,IT,VEND2,3998
12077,2024-05-22,Marketing,VEND3,3304
12078,2024-05-25,Marketing,VEND1,1227
12079,2024-08-28,HR,VEND3,-2800
12080,2024-05-26,IT,VEND2,729
12081,2024-01-20,Marketing,VEND3,-3857
12082,2024-07-09,HR,VEND2,-2489
12083,2024-11-17,Sales,VEND3,-2122
12084,2024-12-08,HR,VEND1,950
12085,2024-02-07,Marketing,VEND3,3264
12086,2024-03-03,Sales,VEND3,-3782
12087,2024-05-14,IT,VEND2,464
12088,2024-04-10,HR,VEND1,-4877
12089,2024-10-02,Sales,VEND2,-4889
12090,2024-12-28,IT,VEND2,987
12091,2024-06-25,Marketing,VEND3,2742
12092,2024-08-31,HR,VEND3,-344
12093,2024-04-14,Finance,VEND3,-681
12094,2024-05-19,Sales,VEND1,-74
12095,2024-06-08,Sales,VEND2,2608
12096,2024-12-11,Finance,VEND2,-114
12097,2024-05-03,Finance,VEND2,-2435
12098,2024-01-10,Finance,VEND1,-4598
12099,2024-05-26,Marketing,VEND3,-1957
12100,2024-05-09,IT,VEND2,-4023
12101,2024-04-18,HR,VEND2,-4849
12102,2024-04-03,IT,VEND3,920
12103,2024-08-24,Marketing,VEND3,-806
12104,2024-01-17,HR,VEND1,-1835
12105,2024-01-10,Marketing,VEND1,-519
12106,2024-10-19,IT,VEND1,1289
12107,2024-03-16,Finance,VEND2,1392
12108,2024-08-16,Marketing,VEND2,1569
12109,2024-05-07,Finance,VEND2,748
12110,2024-02-03,Finance,VEND2,2790
12111,2024-07-08,Sales,VEND1,-1995
12112,2024-01-04,Sales,VEND3,-4490
12113,2024-06-03,HR,VEND1,166
12114,2024-04-10,IT,VEND2,-3529
12115,2024-10-20,Finance,VEND1,4635
12116,2024-08-02,Sales,VEND2,3179
12117,2024-11-02,Finance,VEND1,4527
12118,2024-01-11,Finance,VEND1,1091
12119,2024-09-18,IT,VEND2,2891
12120,2024-01-02,HR,VEND2,-3432
12121,2024-01-02,IT,VEND2,1539
12122,2024-08-25,Sales,VEND1,391
12123,2024-09-22,HR,VEND3,-4749
12124,2024-08-14,Finance,VEND2,2124
12125,2024-07-09,Finance,VEND2,3441
12126,2024-11-29,Sales,VEND1,-2593
12127,2024-11-17,Finance,VEND3,-545
12128,2024-01-25,Finance,VEND3,9
12129,2024-10-17,IT,VEND3,-2756
12130,2024-08-11,IT,VEND3,-3392
12131,2024-06-13,Marketing,VEND2,-4327
12132,2024-10-05,Finance,VEND1,-3874
12133,2024-09-16,IT,VEND2,-2743
12134,2024-03-31,Sales,VEND2,422
12135,2024-08-25,Sales,VEND2,-2131
12136,2024-08-24,Sales,VEND1,-902
12137,2024-11-19,Marketing,VEND1,3558
12138,2024-02-10,IT,VEND1,-969
12139,2024-09-26,Marketing,VEND2,-2705
12140,2024-10-16,IT,VEND3,-4126
12141,2024-08-14,Sales,VEND2,-3297
12142,2024-08-04,Marketing,VEND1,92811
12143,2024-05-19,HR,VEND1,-1037
12144,2024-02-16,IT,VEND1,-784
12145,2024-01-16,IT,VEND3,-1428
12146,2024-01-06,IT,VEND3,-2134
12147,2024-02-12,HR,VEND2,-3023
12148,2024-09-11,Sales,VEND2,4604
12149,2024-09-10,Finance,VEND2,-3778
12150,2024-04-18,Marketing,VEND3,2908
12151,2024-09-23,Marketing,VEND2,2889
12152,2024-04-27,Finance,VEND1,4599
12153,2024-05-01,Sales,VEND2,-4861
12154,2024-01-18,HR,VEND1,2834
12155,2024-01-02,Finance,VEND3,-323
12156,2024-10-11,Marketing,VEND2,-4113
12157,2024-01-23,IT,VEND2,-3124
12158,2024-10-29,HR,VEND1,-3478
12159,2024-08-28,Sales,VEND1,934
12160,2024-09-21,Marketing,VEND3,-3752
12161,2024-07-05,Marketing,VEND2,985
12162,2024-02-14,Marketing,VEND1,1496
12163,2024-10-28,Sales,VEND2,-256
12164,2024-09-27,IT,VEND3,2054
12165,2024-09-03,IT,VEND3,3316
12166,2024-03-26,IT,VEND2,215
12167,2024-05-22,Marketing,VEND2,-4161
12168,2024-02-19,HR,VEND2,876
12169,2024-01-23,Marketing,VEND2,4058
12170,2024-07-09,Finance,VEND3,-1370
12171,2024-05-15,Marketing,VEND2,2176
12172,2024-02-27,Finance,VEND2,-4297
12173,2024-10-31,Marketing,VEND3,-3115
12174,2024-03-14,Sales,VEND3,-3235
12175,2024-09-14,HR,VEND1,-2964
12176,2024-03-22,IT,VEND1,1810
12177,2024-01-10,Sales,VEND3,4717
12178,2024-10-07,Finance,VEND1,-318
12179,2024-01-10,Finance,VEND3,3079
12180,2024-01-27,Finance,VEND2,1780
12181,2024-03-21,HR,VEND1,-2921
12182,2024-05-18,Finance,VEND2,-4992
12183,2024-01-02,Sales,VEND2,695
12184,2024-10-05,Finance,VEND2,-2288
12185,2024-02-26,Sales,VEND2,3961
12186,2024-02-25,Finance,VEND1,-3455
12187,2024-06-17,Finance,VEND1,2647
12188,2024-09-13,Marketing,VEND1,-16
12189,2024-02-23,HR,VEND3,116
12190,2024-02-19,HR,VEND2,3126
12191,2024-03-29,IT,VEND1,2073
12192,2024-03-16,Marketing,VEND1,-2654
12193,2024-03-29,Marketing,VEND2,1795
12194,2024-04-20,HR,VEND3,3142
12195,2024-06-27,Finance,VEND2,1262
12196,2024-07-10,Marketing,VEND1,4359
12197,2024-10-17,HR,VEND3,-3403
12198,2024-06-07,Finance,VEND1,-3629
12199,2024-06-24,HR,VEND1,4467
12200,2024-12-20,Finance,VEND2,-2027
12201,2024-01-30,Finance,VEND2,1623
12202,2024-11-23,IT,VEND3,-2652
12203,2024-04-09,Finance,VEND3,-4658
12204,2024-07-01,Sales,VEND1,4125
12205,2024-01-30,HR,VEND1,1215
12206,2024-03-05,Sales,VEND2,-496
12207,2024-02-24,IT,VEND1,-541
12208,2024-10-21,Finance,VEND2,3883
12209,2024-10-09,IT,VEND2,522
12210,2024-07-26,HR,VEND3,2543
12211,2024-05-08,HR,VEND2,-1314
12212,2024-05-12,HR,VEND2,2212
12213,2024-09-29,IT,VEND2,-2762
12214,2024-05-23,Sales,VEND3,4941
12215,2024-10-08,Sales,VEND2,2880
12216,2024-08-30,Sales,VEND1,2037
12217,2024-12-25,HR,VEND3,2480
12218,2024-12-16,Marketing,VEND3,-1607
12219,2024-05-24,Finance,VEND2,3892
12220,2024-03-30,Finance,VEND1,771
12221,2024-01-28,HR,VEND2,4529
12222,2024-10-31,IT,VEND2,-3262
12223,2024-03-06,IT,VEND1,1278
12224,2024-08-08,Finance,VEND3,3303
12225,2024-09-19,IT,VEND1,-481
12226,2024-03-24,Sales,VEND2,-2880
12227,2024-01-21,Finance,VEND2,-363
12228,2024-02-28,Sales,VEND2,3494
12229,2024-02-18,Sales,VEND3,-1378
12230,2024-06-20,HR,VEND2,-1929
12231,2024-08-17,Sales,VEND2,-2855
12232,2024-12-29,Finance,VEND3,-1787
12233,2024-03-09,IT,VEND1,3752
12234,2024-09-05,Sales,VEND3,-2453
12235,2024-10-09,IT,VEND3,1340
12236,2024-01-21,Sales,VEND1,1726
12237,2024-01-17,Sales,VEND2,4381
12238,2024-05-05,Finance,VEND3,-2346
12239,2024-07-29,IT,VEND2,-2981
12240,2024-01-02,IT,VEND1,-1427
12241,2024-02-27,IT,VEND2,-1276
12242,2024-11-17,HR,VEND2,-4516
12243,2024-03-25,IT,VEND2,-1790
12244,2024-01-20,Marketing,VEND2,-2244
12245,2024-05-22,Sales,VEND2,-973
12246,2024-10-27,IT,VEND3,-2255
12247,2024-06-30,Sales,VEND2,101630
12248,2024-06-24,HR,VEND1,-3085
12249,2024-09-22,IT,VEND3,4322
12250,2024-11-01,HR,VEND2,-4632
12251,2024-05-05,Marketing,VEND3,769
12252,2024-09-23,Finance,VEND3,-1638
12253,2024-04-28,HR,VEND2,2037
12254,2024-12-11,HR,VEND1,-1517
12255,2024-11-05,Marketing,VEND1,-4303
12256,2024-11-12,HR,VEND3,-1
12257,2024-10-06,IT,VEND3,-289
12258,2024-12-29,Marketing,VEND3,-1919
12259,2024-10-05,IT,VEND3,-4972
12260,2024-07-21,HR,VEND2,424
12261,2024-06-24,HR,VEND3,-4764
12262,2024-08-12,HR,VEND1,952
12263,2024-02-11,Sales,VEND3,-1690
12264,2024-03-15,HR,VEND3,-4755
12265,2024-11-16,HR,VEND3,4184
12266,2024-05-28,Marketing,VEND2,-3
12267,2024-11-10,Sales,VEND1,142757
12268,2024-04-12,IT,VEND2,3830
12269,2024-11-27,HR,VEND1,-3002
12270,2024-06-25,HR,VEND3,2472
12271,2024-02-22,Sales,VEND1,4734
12272,2024-02-01,HR,VEND2,-1683
12273,2024-02-02,IT,VEND2,4220
12274,2024-07-13,Finance,VEND1,777
12275,2024-02-23,Marketing,VEND3,4850
12276,2024-03-04,Finance,VEND1,3959
12277,2024-12-02,IT,VEND1,3798
12278,2024-12-28,Sales,VEND1,4055
12279,2024-05-21,Finance,VEND1,2777
12280,2024-02-07,Finance,VEND1,4378
12281,2024-10-14,IT,VEND1,-4256
12282,2024-08-15,Sales,VEND3,-4325
12283,2024-08-24,Finance,VEND1,1320
12284,2024-12-16,Marketing,VEND1,1965
12285,2024-10-22,HR,VEND3,-2968
12286,2024-11-11,HR,VEND3,3613
12287,2024-08-26,IT,VEND3,4541
12288,2024-04-27,Marketing,VEND1,2448
12289,2024-04-17,Marketing,VEND1,-4457
12290,2024-02-08,Marketing,VEND1,79302
12291,2024-10-10,Marketing,VEND2,2873
12292,2024-03-21,HR,VEND3,3326
12293,2024-07-05,IT,VEND3,-3615
12294,2024-09-30,Marketing,VEND3,-429
12295,2024-12-26,Finance,VEND1,-3139
12296,2024-02-15,IT,VEND1,1586
12297,2024-09-12,IT,VEND1,4682
12298,2024-02-17,IT,VEND3,2013
12299,2024-04-02,Finance,VEND2,2248
12300,2024-12-15,Finance,VEND1,-4762
12301,2024-07-25,IT,VEND1,-3284
12302,2024-09-27,HR,VEND2,-1534
12303,2024-10-21,HR,VEND2,2009
12304,2024-04-04,IT,VEND3,3598
12305,2024-10-09,Finance,VEND3,1923
12306,2024-02-24,IT,VEND3,-43
12307,2024-07-24,IT,VEND2,-2603
12308,2024-01-17,Finance,VEND2,1914
12309,2024-07-02,IT,VEND3,4489
12310,2024-11-17,Marketing,VEND2,494
12311,2024-08-16,Marketing,VEND2,-790
12312,2024-09-10,Marketing,VEND1,-3129
12313,2024-12-11,IT,VEND2,-775
12314,2024-01-12,IT,VEND3,3394
12315,2024-10-12,IT,VEND3,-4624
12316,2024-09-20,HR,VEND3,2404
12317,2024-06-23,Finance,VEND3,2469
12318,2024-02-08,IT,VEND1,-2003
12319,2024-08-10,Sales,VEND1,2080
12320,2024-11-23,Marketing,VEND1,-3202
12321,2024-02-03,HR,VEND1,-4636
12322,2024-11-29,IT,VEND1,2553
12323,2024-12-19,IT,VEND2,-371
12324,2024-10-06,HR,VEND1,-3878
12325,2024-05-15,IT,VEND2,-4232
12326,2024-03-24,IT,VEND3,2122
12327,2024-09-23,Sales,VEND2,-1980
12328,2024-05-29,Sales,VEND3,482
12329,2024-03-06,Marketing,VEND2,699
12330,2024-05-28,Finance,VEND3,1652
12331,2024-12-01,Marketing,VEND2,-4034
12332,2024-11-08,IT,VEND1,-3594
12333,2024-10-29,Sales,VEND1,123408
12334,2024-04-21,Finance,VEND3,-2007
12335,2024-09-18,Finance,VEND1,-435
12336,2024-11-02,HR,VEND3,-198
12337,2024-03-08,Sales,VEND1,-1063
12338,2024-09-27,Sales,VEND3,2726
12339,2024-05-17,HR,VEND2,3789
12340,2024-08-03,Marketing,VEND2,1050
12341,2024-03-31,IT,VEND1,4398
12342,2024-03-03,IT,VEND1,4753
12343,2024-04-02,HR,VEND3,1580
12344,2024-04-05,Sales,VEND3,-2791
12345,2024-05-16,Marketing,VEND3,3397
12346,2024-05-11,Sales,VEND1,-2328
12347,2024-10-02,IT,VEND1,-4288
12348,2024-01-23,Finance,VEND2,-3974
12349,2024-08-26,Marketing,VEND3,1411
12350,2024-12-12,Finance,VEND2,1759
12351,2024-04-01,Finance,VEND3,3517
12352,2024-09-05,Marketing,VEND2,1320
12353,2024-06-14,Sales,VEND3,853
12354,2024-10-30,Finance,VEND1,320
12355,2024-05-07,Marketing,VEND3,-1657
12356,2024-05-15,HR,VEND3,371
12357,2024-10-20,HR,VEND1,-644
12358,2024-06-15,Finance,VEND1,3815
12359,2024-10-16,Sales,VEND3,-3396
12360,2024-02-26,Sales,VEND2,-988
12361,2024-02-23,Finance,VEND2,204
12362,2024-03-29,Sales,VEND1,-4634
12363,2024-08-17,Finance,VEND1,-2314
12364,2024-04-16,Finance,VEND2,-326
12365,2024-01-02,HR,VEND2,760
12366,2024-07-11,IT,VEND3,1124
12367,2024-10-03,IT,VEND2,4865
12368,2024-02-07,Finance,VEND3,1380
12369,2024-04-18,IT,VEND1,2132
12370,2024-06-21,HR,VEND3,-2834
12371,2024-06-27,Marketing,VEND3,4265
12372,2024-06-16,HR,VEND3,1420
12373,2024-07-26,Finance,VEND1,-1031
12374,2024-05-10,Marketing,VEND3,4014
12375,2024-02-23,IT,VEND3,1796
12376,2024-11-15,Sales,VEND2,485
12377,2024-06-05,Finance,VEND3,2915
12378,2024-04-24,Marketing,VEND1,4436
12379,2024-05-23,IT,VEND2,2136
12380,2024-08-30,Marketing,VEND2,-58
12381,2024-12-07,HR,VEND3,4578
12382,2024-07-28,Sales,VEND3,-4797
12383,2024-02-20,IT,VEND3,-4200
12384,2024-06-24,Marketing,VEND2,564
12385,2024-08-21,Finance,VEND3,-4370
12386,2024-11-23,Finance,VEND1,2838
12387,2024-05-07,IT,VEND1,-1535
12388,2024-09-11,IT,VEND3,-625
12389,2024-09-28,Marketing,VEND1,-45
12390,2024-12-15,IT,VEND3,2456
12391,2024-10-02,HR,VEND2,-635
12392,2024-06-18,IT,VEND3,-2382
12393,2024-02-04,Sales,VEND2,1041
12394,2024-08-15,Sales,VEND3,-1697
12395,2024-05-26,IT,VEND2,3014
12396,2024-04-18,IT,VEND2,-2257
12397,2024-01-07,Finance,VEND2,-85
12398,2024-01-22,HR,VEND1,264
12399,2024-11-04,Finance,VEND3,3458
12400,2024-01-08,Marketing,VEND1,692
12401,2024-05-23,Sales,VEND3,-767
12402,2024-01-25,HR,VEND2,3570
12403,2024-01-11,Finance,VEND1,-135
12404,2024-10-13,Sales,VEND3,-104
12405,2024-08-02,IT,VEND3,1254
12406,2024-09-09,Sales,VEND3,-2625
12407,2024-11-07,HR,VEND1,4769
12408,2024-06-17,IT,VEND2,-3620
12409,2024-05-20,Marketing,VEND3,1433
12410,2024-12-16,IT,VEND2,2541
12411,2024-10-21,Finance,VEND1,4383
12412,2024-01-20,IT,VEND3,2366
12413,2024-01-05,HR,VEND3,4172
12414,2024-06-13,IT,VEND1,-663
12415,2024-10-28,Sales,VEND1,2277
12416,2024-08-31,Sales,VEND1,-1189
12417,2024-09-25,Sales,VEND1,137
12418,2024-09-11,HR,VEND3,-2689
12419,2024-12-04,Finance,VEND3,2518
12420,2024-10-23,Marketing,VEND2,4760
12421,2024-09-04,Marketing,VEND2,1456
12422,2024-12-21,IT,VEND3,-2055
12423,2024-03-10,HR,VEND1,1490
12424,2024-07-19,Marketing,VEND1,-3649
12425,2024-09-22,Sales,VEND2,1217
12426,2024-11-04,Marketing,VEND1,2990
12427,2024-07-03,Finance,VEND1,1324
12428,2024-03-05,Sales,VEND1,-3322
12429,2024-05-13,Marketing,VEND3,148562
12430,2024-02-23,Finance,VEND2,1023
12431,2024-01-11,Marketing,VEND2,2040
12432,2024-08-26,Marketing,VEND2,-856
12433,2024-03-03,Finance,VEND2,1023
12434,2024-06-13,Finance,VEND2,3568
12435,2024-01-05,Marketing,VEND3,-4881
12436,2024-03-08,HR,VEND2,2314
12437,2024-01-16,HR,VEND3,2598
12438,2024-01-02,Sales,VEND3,-2341
12439,2024-04-05,Marketing,VEND1,-1811
12440,2024-07-29,HR,VEND2,100081
12441,2024-01-07,Sales,VEND2,3106
12442,2024-12-21,Finance,VEND3,2129
12443,2024-11-14,Sales,VEND1,-2167
12444,2024-07-19,Finance,VEND3,2720
12445,2024-05-03,Finance,VEND2,117312
12446,2024-12-12,HR,VEND3,-1849
12447,2024-04-18,Finance,VEND1,-2129
12448,2024-08-23,Sales,VEND2,1938
12449,2024-12-09,IT,VEND1,4293
12450,2024-10-22,IT,VEND1,-424
12451,2024-12-09,Marketing,VEND1,69
12452,2024-12-31,IT,VEND3,3957
12453,2024-02-09,Finance,VEND1,2977
12454,2024-11-23,IT,VEND3,3062
12455,2024-02-12,HR,VEND2,4114
12456,2024-06-09,Finance,VEND3,-3463
12457,2024-06-25,Finance,VEND3,-426
12458,2024-07-26,Marketing,VEND2,2103
12459,2024-03-13,Finance,VEND2,-676
12460,2024-10-24,Finance,VEND1,4800
12461,2024-06-09,Sales,VEND3,-2601
12462,2024-02-05,Marketing,VEND2,3003
12463,2024-07-17,HR,VEND3,-4388
12464,2024-06-02,Finance,VEND1,-4371
12465,2024-09-04,HR,VEND1,4663
12466,2024-03-09,HR,VEND2,2795
12467,2024-03-17,Finance,VEND2,2171
12468,2024-02-11,IT,VEND3,3731
12469,2024-03-07,IT,VEND1,-192
12470,2024-08-29,HR,VEND3,-382
12471,2024-03-12,Marketing,VEND3,3249
12472,2024-05-03,Finance,VEND1,4411
12473,2024-08-03,Finance,VEND3,4014
12474,2024-02-24,Sales,VEND3,-4609
12475,2024-06-28,Marketing,VEND3,320
12476,2024-02-24,HR,VEND3,1194
12477,2024-04-01,Finance,VEND1,899
12478,2024-04-21,HR,VEND3,-3830
12479,2024-09-06,IT,VEND1,-323
12480,2024-08-10,IT,VEND1,3765
12481,2024-06-24,HR,VEND3,4485
12482,2024-09-22,Finance,VEND3,-849
12483,2024-03-19,Marketing,VEND3,4461
12484,2024-11-06,Sales,VEND3,-3550
12485,2024-03-12,HR,VEND2,2465
12486,2024-04-26,IT,VEND3,298
12487,2024-11-06,Sales,VEND1,3905
12488,2024-10-22,Sales,VEND3,-1347
12489,2024-02-24,Sales,VEND3,3354
12490,2024-03-12,Sales,VEND1,16
12491,2024-01-18,IT,VEND3,2533
12492,2024-11-26,Finance,VEND2,-955
12493,2024-07-11,Marketing,VEND1,-3564
12494,2024-05-08,Finance,VEND3,3667
12495,2024-10-18,Marketing,VEND2,-4407
12496,2024-09-25,IT,VEND2,-2176
12497,2024-04-12,Sales,VEND3,-3536
12498,2024-09-07,Finance,VEND2,2174
12499,2024-07-03,Sales,VEND1,-2700
12500,2024-07-08,Finance,VEND2,-1394
12501,2024-07-06,Finance,VEND2,1087
12502,2024-09-09,Finance,VEND3,-2018
12503,2024-07-08,Sales,VEND2,701
12504,2024-11-20,Marketing,VEND2,4406
12505,2024-12-03,HR,VEND3,-2389
12506,2024-03-05,Marketing,VEND3,2810
12507,2024-06-24,Sales,VEND2,-2225
12508,2024-10-16,Marketing,VEND3,3029
12509,2024-07-28,Sales,VEND3,235
12510,2024-08-13,Finance,VEND2,-3236
12511,2024-02-28,Finance,VEND2,2452
12512,2024-12-15,Finance,VEND2,3384
12513,2024-03-08,Finance,VEND2,-354
12514,2024-04-06,Finance,VEND2,-273
12515,2024-10-15,IT,VEND1,-3539
12516,2024-04-27,Finance,VEND1,4249
12517,2024-07-28,HR,VEND2,-3740
12518,2024-10-31,Sales,VEND3,-2528
12519,2024-01-04,IT,VEND1,4969
12520,2024-10-04,HR,VEND2,4476
12521,2024-02-23,IT,VEND1,-4751
12522,2024-07-01,IT,VEND2,422
12523,2024-01-18,IT,VEND1,-782
12524,2024-12-02,IT,VEND3,474
12525,2024-07-17,Marketing,VEND2,4181
12526,2024-05-24,IT,VEND3,3467
12527,2024-02-08,Finance,VEND1,-234
12528,2024-01-23,Marketing,VEND3,669
12529,2024-12-07,Marketing,VEND3,-3195
